"smiles","NAME_","F","pref_target_name"
[H]c1c([H])c(c([H])c2c1C([H])([H])[C@@]([H])(C2([H])[H])N(C(N([H])c1c([H])c([H])c(c([H])c1[H])OC(F)(F)F)=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])SC(C([O-])=O)(C([H])([H])[H])C([H])([H])[H],CHEMBL249868,24.,Rattus norvegicus
[H]c1c([H])c(c([H])c2c1C([H])([H])[C@@]([H])(C2([H])[H])N(C(N([H])c1c([H])c([H])c(c([H])c1[H])SC(F)(F)F)=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])SC(C([O-])=O)(C([H])([H])[H])C([H])([H])[H],CHEMBL250041,59.,Rattus norvegicus
[H]c1c([H])c(c([H])c2c1C([H])([H])[C@]1(C(N([H])C(N1C([H])([H])[H])=O)=O)C2([H])[H])N([H])C(C([H])([H])N1C(N2c3c(c([H])c(c([H])c13)C([H])([H])[H])N(C(C2([H])[H])=O)C([H])([H])[H])=O)=O,CHEMBL1162991,1.,Rattus norvegicus
[H]c1c([H])c(c([H])c2c1[C@@]([H])(c1c(c([H])c(c([H])n1)[Br])C([H])([H])C2([H])[H])N1C([H])([H])C([H])([H])N(C(C([H])([H])C2([H])C([H])([H])C([H])([H])N(C(N([H])C([H])([H])[H])=O)C([H])([H])C2([H])[H])=O)C([H])([H])C1([H])[H])[Cl],CHEMBL369047,100.,Mus musculus
[H]c1c([H])c(c([H])c2c1[C@]([H])(C(N([H])c1c([H])c(c(c(c1[H])F)[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])F)=O)N(C(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)=O)C([H])([H])C2([H])[H])OC([H])([H])[H],CHEMBL4214337,84.,Mus musculus
[H]c1c([H])c(c([H])c2c1[C@]([H])(C(N([H])c1c([H])c(c(c(c1[H])F)[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])F)=O)N(C(C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([O-])=O)=O)C([H])([H])C2([H])[H])OC([H])([H])[H],CHEMBL4217478,65.,Mus musculus
[H]c1c([H])c(c(c([H])c1C([H])([H])C([H])([H])[C@]1(C([H])([H])C(=C(C(=O)O1)Sc1nc2nc(c([H])c(C([H])([H])[H])n2n1)C([H])([H])[H])[O-])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[Cl])OC([H])([H])[H],CHEMBL230532,2.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1C([H])([H])C([H])([H])[C@]1(C([H])([H])C([C@]([H])(C(=O)O1)C([H])([H])c1nc2nc(c([H])c(C([H])([H])[H])n2n1)C([H])([H])[H])=O)C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[Cl])OC([H])([H])[H],CHEMBL230533,42.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1C([H])([H])[H])OC([H])([H])[H])S([N-]C([C@]([H])(c1c([H])c([H])c2c(c1[H])OC([H])([H])O2)c1c2c([H])c([H])c(c([H])c2n(c1[H])C([H])([H])[H])F)=O)(=O)=O,CHEMBL2261364,56.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1C([H])([H])[H])[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])[H])=O)N1C([H])([H])C([H])([H])N(C([C@]([H])(C([H])([H])[H])C([H])([H])c2c([H])c([H])c(c([H])c2[H])[Cl])=O)C([H])([H])C1([H])[H],CHEMBL240780,15.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1C([H])([H])[H])[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(C([H])([H])[N+]([H])([H])C([H])([H])[H])=O)N1C([H])([H])C([H])([H])N(C([C@]([H])(C([H])([H])[H])C([H])([H])c2c([H])c([H])c(c([H])c2F)[Cl])=O)C([H])([H])C1([H])[H],CHEMBL240571,30.,Mus musculus
[H]c1c([H])c(c(c([H])c1C(c1c([H])c([H])c(c(c1[H])C([H])([H])[H])OC([H])([H])[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])O[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])OC([H])([H])[C@]([H])(C([H])([H])C([H])([H])C([O-])=O)O[H],CHEMBL1814692,13.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])C(N(c1c([H])c([H])n(C([H])([H])[H])n1)C([H])([H])C([H])([H])[H])=O)S(c1c([H])c([H])c(c(c1[H])OC([H])([H])[H])OC([H])([H])[H])(=O)=O)[Cl],CHEMBL498619,46.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1N([H])c1nc2c([H])c(c([H])c([H])c2o1)Oc1c([H])c([H])nc(C(N([H])C([H])([H])[H])=O)c1[H])OC([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[N@@+]1([H])C([H])([H])[H])[Cl],CHEMBL231568,40.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])N([H])c1nc([H])c([H])c(c2c([H])c3C(N([H])C([H])([H])C([H])([H])c3n2C([H])([H])[H])=O)n1)OC(F)(F)F,CHEMBL1933582,52.,Mus musculus
[H]c1c([H])c(c(c([H])c1N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])N([H])c1nc([H])c2c(c3c(c(C(N([H])[H])=O)nn3C([H])([H])[H])C([H])([H])C2([H])[H])n1)OC(F)(F)F,CHEMBL1774341,21.,Mus musculus
[H]c1c([H])c(c(c([H])c1[C@]1([H])C([H])([H])[C@@]1([H])N([H])c1c2c(nc(n1)SC([H])([H])C([H])([H])C([H])([H])[H])n([C@]1([H])C([H])([H])[C@@]([H])([C@]([H])([C@@]1([H])O[H])O[H])OC([H])([H])C([H])([H])O[H])nn2)F)F,CHEMBL398435,24.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1c1c([H])c(c([H])c([H])c1F)OC([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c(c([H])c1[H])N1C([H])([H])[C@@]([H])(C([H])([H])[C@]1([H])C([H])([H])C([O-])=O)C(F)(F)F,CHEMBL4083365,83.,Mus musculus
[H]c1c([H])c(c(c([H])c1c1c([H])c(c([H])c(c1OC([H])(C([H])([H])F)C([H])([H])F)[Cl])[Cl])F)[C@@]([H])(C([H])([H])[H])N([H])C(C1(C([H])([H])C1([H])[H])N([H])C(C(F)(F)F)=O)=O,CHEMBL404705,56.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1c1c([H])c(c([H])c(c1OC([H])([H])C(F)(F)F)[Cl])[Cl])F)[C@@]([H])(C([H])([H])[H])N([H])C(C1(C([H])([H])C1([H])[H])N([H])C(C(F)(F)F)=O)=O,CHEMBL436854,35.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1c1c([H])nc([H])n1C([H])([H])[H])[Cl])N([H])c1c([H])c2c(c([H])c(c3c([H])nn(c3[H])C([H])([H])[H])n2C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])[n+]1[H],CHEMBL3109945,32.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])C([H])([H])C([H])([H])[N@@+]1([H])C([H])([H])C([H])([H])[C@]([H])(C([O-])=O)C([H])([H])C1([H])[H])C([H])([H])C([H])([H])[H])c1nc(c2c([H])c([H])c(c(C#N)c2[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])sn1,CHEMBL2057285,45.,Mus musculus
[H]c1c([H])c(c(c(c1[H])C([H])([H])[H])N([H])C(c1c([H])c([H])c(c([H])c1[H])N([H])c1nc([H])c(c(c2c([H])c([H])c(c([H])c2[H])OC(F)(F)F)n1)C([H])([H])[H])=O)C([H])([H])[H],CHEMBL3091577,36.1,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])F)F)[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(C(N(C([H])([H])[H])C1([H])[H])=O)N([H])C(N1C([H])([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])N1C(N([H])c2c1c([H])c([H])c([H])n2)=O)=O,CHEMBL237664,12.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])F)N1C([H])([H])C([H])([H])N(C([C@]([H])(C([H])([H])[H])C([H])([H])c2c([H])c([H])c(c([H])c2[Cl])[Cl])=O)C([H])([H])C1([H])[H])[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(C([H])([H])[N+]([H])([H])C([H])([H])[H])=O,CHEMBL524443,23.,Mus musculus
[H]c1c([H])c(c(c(c1[H])N([H])c1nc([H])nc(n1)N1C([H])([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])OC([H])([H])c1c([H])c([H])c(c([H])c1[H])C(F)(F)F)C([H])([H])[H])N([H])C(C([H])([H])[H])=O,CHEMBL1813042,27.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])[Cl])F)N([H])c1c2c([H])c(c(c([H])c2nc([H])n1)OC([H])([H])[H])C([H])([H])N(C([H])([H])[H])[C@@]1(C(N([H])[H])=O)C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],CHEMBL383246,50.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])[Cl])F)[C@](C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])([C@]1([H])C([H])([H])C([H])([H])C([H])([H])N(C(N([H])[C@@]([H])(C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[N+]([H])([H])C([H])([H])[H])=O)C1([H])[H])O[H],CHEMBL500036,5.5,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])[Cl])N([H])c1nc2c([H])c(C(N([H])c3c([H])c([H])c(c([H])c3[H])C(F)(F)F)=O)c3c(c2n1[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])O3)F,CHEMBL3931344,100.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])[Cl])N([H])c1nc2c([H])c(C(N([H])c3c([H])c([H])c(c([H])n3)C(F)(F)F)=O)c3c(c2n1[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])O3)[Cl],CHEMBL4229061,43.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])[Cl])N1C(C([H])([H])C([H])([H])c2c(c([H])c(c([H])c12)[C@@]1([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c(c([H])c1[Cl])F)=O)[Cl],CHEMBL142289,10.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])[Cl])N1C(N([H])C([H])([H])c2c(c([H])c(c([H])c12)[C@@]1([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c(c([H])c1[Cl])F)=O)[Cl],CHEMBL328242,16.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])[Cl])N1C(N([H])C([H])([H])c2c(c([H])c(c([H])c12)[C@@]1([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C1([H])[H])C1([H])C([H])([H])C1([H])[H])c1c([H])c([H])c(c([H])c1[Cl])F)=O)[Cl],CHEMBL96565,59.3,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])[Cl])N1C(c2c([H])nc(nc2n2c([H])c([H])nc12)N([H])c1c([H])c([H])c(c([H])c1[H])N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])=O)[Cl],CHEMBL3355534,55.,Mus musculus
[H]c1c([H])c(c(c(c1[H])[Cl])N1C(c2c([H])nc(nc2n2c([H])c([H])nc12)N([H])c1c([H])c([H])c2c(c1[H])C([H])([H])[N@+]([H])(C([H])([H])[H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])=O)F,CHEMBL3355539,94.,Mus musculus
[H]c1c([H])c(c(c(c1[H])[Cl])N1C(c2c([H])nc(nc2n2c([H])c([H])nc12)N([H])c1c([H])c([H])c2c(c1[H])C([H])([H])[N@+]([H])(C([H])([H])[H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])=O)[Cl],CHEMBL3355538,49.,Mus musculus
[H]c1c([H])c(c(c(c1[H])[Cl])N1C(c2c([H])nc(nc2n2c([H])c([H])nc12)N([H])c1c([H])c([H])c2c(c1[H])C([H])([H])[N@+]([H])(C([H])([H])[H])C([H])([H])C21C([H])([H])C1([H])[H])=O)F,CHEMBL3355537,68.,Mus musculus
[H]c1c([H])c(c2c(C#N)c3c([H])c(c(c([H])c3n2C2([H])C([H])([H])C([H])([H])C2([H])[H])OC([H])(F)F)F)nc([H])c1S(N([H])[C@@]([H])(C([H])([H])[H])C(F)(F)F)(=O)=O,CHEMBL3121821,49.,Rattus norvegicus
[H]c1c([H])c(c2c(C#N)c3c([H])c(c(c([H])c3n2c2nc([H])c([H])c([H])n2)C([H])([H])C([H])([H])[H])F)nc([H])c1S(N([H])[C@@]([H])(C([H])([H])[H])C(F)(F)F)(=O)=O,CHEMBL3120505,62.,Rattus norvegicus
[H]c1c([H])c(c2c([H])c([H])c(c(c2[H])F)[C@@]([H])(C([H])([H])[H])N([H])C(C2(C([H])([H])C2([H])[H])N([H])C(C(C(F)(F)F)(F)F)=O)=O)c(C(=O)OC([H])([H])[H])c(c1[H])F,CHEMBL373803,44.,Rattus norvegicus
[H]c1c([H])c(c2c([H])c(c([H])c([H])c2O[H])C([H])([H])N([H])C(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])=O)c(c(c1[H])c1c([H])c2c([H])c(C(=NO[H])N([H])[H])c([H])c([H])c2n1[H])O[H],CHEMBL210184,11.,Rattus norvegicus
[H]c1c([H])c(c2c([H])c(c(c(c2[H])F)C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])F)c2c(c1[H])nc([H])c(c1c([H])nn(c1[H])C1([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H])n2,CHEMBL1092926,31.,Rattus norvegicus
[H]c1c([H])c(c2c(c([H])c(c([H])c2OC([H])([H])[H])C([H])([H])OC([H])([H])[H])OC([H])([H])[H])n2c(c1[H])c(c(C([H])([H])C([H])([H])[H])n2)N(C([H])([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],CHEMBL2087549,31.,Mus musculus
[H]c1c([H])c(c2c(c([H])n(c2c1[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[N@@+]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])C(N(c3c([H])c([H])c(C([O-])=O)c([H])c3[H])C2([H])[H])=O)C([H])([H])C1([H])[H])C1([H])C([H])([H])C1([H])[H],CHEMBL4278328,28.,Rattus norvegicus
[H]c1c([H])c(c2c(c1[H])n([H])c(c1c([H])c([H])c(c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n2)N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])c2c([H])c([H])c3c(c2[H])nc([H])c([H])n3)C([H])([H])C1([H])[H],CHEMBL474991,74.,Rattus norvegicus
[H]c1c([H])c(c2c(nc([H])nc2c1[H])N([H])c1c([H])c([H])c(c(c1[H])C([H])([H])[H])Oc1c([H])c([H])c(C([H])([H])[H])nc1[H])O[C@@]([H])(C(N(C([H])([H])[H])C([H])([H])C([H])([H])O[H])=O)C([H])([H])[H],CHEMBL257478,34.,Rattus norvegicus
[H]c1c([H])c(nc([H])c1C1c2c(c3c([H])c(c4c([H])nn(c4[H])C([H])([H])[H])c([H])nc3o2)N(C(N=1)=O)[C@@]1([H])C([H])([H])C([H])([H])O[C@@]([H])(C([H])([H])C([H])([H])[H])C1([H])[H])N([H])C([H])([H])[H],CHEMBL2397572,34.,Rattus norvegicus
[H]c1c([H])c(nc([H])c1N1C([H])([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])N([H])c1nc([H])c2c3c([H])c([H])nc([H])c3n(c2n1)[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],CHEMBL3237709,44.,Rattus norvegicus
[H]c1c([H])c(nc([H])c1c1c([H])c([H])c2c(c(nc(N([H])C([H])([H])c3c([H])c([H])c(c([H])c3[H])S(N([H])[H])(=O)=O)[n+]2[H])N([H])C2(C#N)C([H])([H])C2([H])[H])n1)OC([H])([H])[H],CHEMBL2018277,2.,Rattus norvegicus
[H]c1c([H])c(oc1c1c(C(=O)OC([H])([H])C([H])([H])[H])sc(n1)N([H])[H])P(N([H])[C@]([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])(N([H])[C@]([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])=O,CHEMBL481929,5.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c1C(c1c([H])c([H])c([H])s1)=O)c1c3c(C(N([H])C3([H])[H])=O)c3c4c(C([H])([H])C([H])([H])c3c1n2C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])nn(c4[H])C([H])([H])[H],CHEMBL444105,12.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c1N([H])c1nc([H])c([H])c([H])n1)c1c3c(C(N([H])C3([H])[H])=O)c3c4c(C([H])([H])C([H])([H])c3c1n2C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])nn(c4[H])C([H])([H])[H],CHEMBL2010872,44.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c1N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])nc(c1c3c([H])c(c([H])c([H])c3n([H])n1)O[C@@]([H])(c1c(c([H])nc([H])c1[Cl])[Cl])C([H])([H])[H])n2[H],CHEMBL3827178,33.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c1[Cl])c(c([H])c([H])n2)C([H])([H])n1c(c2C(N(C(N(c2n1)C([H])([H])C1([H])C([H])([H])C1([H])[H])=O)C([H])([H])[H])=O)c1c([H])c(C#N)c([H])n1C([H])([H])[H],CHEMBL257600,7.5,Mus musculus
[H]c1c([H])c2c(c([H])c1c1c([H])c([H])c(nc1[H])OC([H])([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c(c(C(N([H])C([H])([H])[H])=O)nn2)N([H])[C@@]([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],CHEMBL4218854,41.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c1c1c(c([H])c([H])c3c1c([H])c([H])nc3N([H])c1c([H])c([H])c3c(c1[H])N([H])C(C3(C([H])([H])[H])C([H])([H])[H])=O)C([H])([H])[H])c([H])nc(n2)N([H])C([H])([H])[H],CHEMBL576985,55.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c1c1c(c([H])nc(n1)N([H])c1c([H])c([H])c(c([H])n1)N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H])F)C1(C(C([H])([H])[H])=N2)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],CHEMBL4287693,25.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c1c1c(nc(N([H])[H])[n+]([H])c1C([H])([H])C([H])([H])[H])N([H])[H])N(C([C@](c1c([H])c(c([H])c(c1[H])F)F)(C([H])([H])[H])O2)=O)C([H])([H])C(N([H])C([H])([H])C([H])([H])[H])=O,CHEMBL398811,14.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c1c1c(nc(N([H])[H])[n+]([H])c1C([H])([H])C([H])([H])[H])N([H])[H])N(C([C@](c1c([H])c(c([H])c(c1[H])F)F)(C([H])([H])[H])O2)=O)C([H])([H])C([H])([H])N([H])C(C([H])([H])[H])=O,CHEMBL398584,8.,Rattus norvegicus
[H]c1c([H])c2c(c(c1[H])F)C([H])([H])C([H])([H])[C@@]([H])(C(N2C([H])([H])C(F)(F)F)=O)n1c([H])c(c2c([H])c([H])c(c([H])c2F)n2c([H])c(C([H])([H])[H])nc2[H])nn1,CHEMBL3609754,55.,Rattus norvegicus
[H]c1c([H])c2c(c(c1[H])N([H])S(C([H])([H])[H])(=O)=O)C([H])([H])C([H])([H])N(c1nc(c3c(c(c(c([H])c3n1)OC([H])([H])[H])OC([H])([H])[H])c1c([H])c([H])c([H])c([H])n1)N([H])[H])C2([H])[H],CHEMBL401796,42.,Rattus norvegicus
[H]c1c([H])c2c3C(c4c([H])c([H])c(c([H])c4C(c3n([H])c2c([H])c1C#N)(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])N(C([C@@]2([H])C([H])([H])OC([H])([H])C([H])([H])N2[H])=O)C([H])([H])C1([H])[H])=O,CHEMBL3735587,8.6,Rattus norvegicus
[H]c1c([H])c2c3C(c4c([H])c([H])c(c([H])c4C(c3n([H])c2c([H])c1C#N)(C([H])([H])[H])C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C1([H])[H])C([H])([H])C1(C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])O[H])=O,CHEMBL3736267,42.4,Rattus norvegicus
[H]c1c([H])c2c3C(c4c([H])c(c(c([H])c4C(c3n([H])c2c([H])c1C#N)(C([H])([H])[H])C([H])([H])[H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])[N+]1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])C([H])([H])[H])=O,CHEMBL1738797,65.2,Rattus norvegicus
[H]c1c([H])c2c3c(c1[H])N(C(N3C([H])([H])C(N2[H])=O)=O)C([H])([H])C(N([H])c1c([H])c([H])c2c(c1[H])C([H])([H])[C@@]1(C(N([H])c3c1c([H])c([H])c([H])n3)=O)C2([H])[H])=O,CHEMBL512773,1.,Rattus norvegicus
[H]c1c([H])oc(C([C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])N([H])C([C@]2([H])C([H])([H])C([H])([H])C([H])([H])N2C([C@@]([H])(C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[N+]([H])([H])C([H])([H])C([O-])=O)=O)=O)=O)n1,CHEMBL341581,5.,Rattus norvegicus
[H]c1c(c([H])c(c(c1C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])[C@]([H])(C([H])([H])O[H])OC([H])([H])n1c2c(C(N([H])C(=N2)N([H])[H])=O)nc1[H])OC(C([H])([H])[H])=O)C([H])([H])[H],CHEMBL45210,15.6,Rattus norvegicus
[H]c1c(c([H])c(c(c1C([H])([H])[H])OC([H])([H])[C@@]([H])(C([H])([H])N([H])C(C([H])([H])O[H])=O)O[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(c1c2c(c(C([H])([H])C([H])([H])[H])s1)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C2([H])[H])=O,CHEMBL3121995,8.,Rattus norvegicus
[H]c1c(c([H])c(c(c1C([H])([H])[H])OC([H])([H])[C@]([H])(C([H])([H])N([H])C(C([H])([H])O[H])=O)O[H])C([H])([H])C([H])([H])[H])c1nc(c2c([H])c(C([H])([H])[H])nc(c2[H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])on1,CHEMBL3126585,39.,Rattus norvegicus
[H]c1c(c([H])c(c(c1C([H])([H])[H])OC([H])([H])[C@]([H])(C([H])([H])N([H])C(C([H])([H])O[H])=O)O[H])C([H])([H])C([H])([H])[H])c1nc(c2c([H])c(C([H])([H])[H])nc(c2[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])on1,CHEMBL3126592,52.,Rattus norvegicus
[H]c1c(c([H])c(c2c1C1(C(C([H])([H])[H])=N2)C([H])([H])C([H])([H])C([H])([H])C1([H])[H])F)c1c(c([H])nc(n1)N([H])c1c([H])c([H])c(c([H])n1)N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])F,CHEMBL4289226,21.,Rattus norvegicus
[H]c1c(c([H])c(c2c1C1(C(C([H])([H])[H])=N2)C([H])([H])C([H])([H])C([H])([H])C1([H])[H])F)c1c(c([H])nc(n1)N([H])c1c([H])c([H])c(c([H])n1)[C@@]1([H])C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])F,CHEMBL4277900,66.,Rattus norvegicus
[H]c1c(c([H])c2c(c1F)nc(C([H])([H])[H])n2C([H])(C([H])([H])[H])C([H])([H])[H])c1c([H])c(nc([H])n1)N([H])c1c([H])nc(c([H])n1)C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],CHEMBL4208504,89.3,Mus musculus
[H]c1c(c([H])nc(c1OC([H])([H])[H])C([H])([H])C(N([H])c1c(c(C([H])([H])C([H])([H])[H])n([H])n1)C([H])([H])[H])=O)Oc1c([H])c([H])nc2c([H])c(c(c([H])c12)OC([H])([H])[H])OC([H])([H])C([H])([H])[H],CHEMBL2023802,43.,Rattus norvegicus
[H]c1c(c([H])nc(n1)N([H])[H])c1nc(c2c(c(c(C([H])([H])N3C([H])([H])C([H])([H])N(C(C(C([H])([H])[H])(C([H])([H])[H])[N+]([H])([H])[H])=O)C([H])([H])C3([H])[H])s2)C([H])([H])[H])n1)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],CHEMBL1922102,6.,Rattus norvegicus
[H]c1c(c([H])nc(n1)N([H])[H])c1nc(c2c(c(c(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])N(C(C(C([H])([H])[H])(C([H])([H])[H])O[H])=O)C([H])([H])C3([H])[H])s2)C([H])([H])[H])n1)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],CHEMBL1922105,71.,Rattus norvegicus
[H]c1c(c([H])sc1[H])[C@]([H])(C([H])([H])C([H])([H])[N@@+]1([H])[C@@]2([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[C@]([H])(C2([H])[H])n1c(C([H])([H])[H])nnc1C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(C1([H])C([H])([H])C([H])([H])C(C([H])([H])C1([H])[H])(F)F)=O,CHEMBL4249798,14.5,Rattus norvegicus
[H]c1c(c(c([H])c(c1Oc1c2c([H])c(c(c([H])c2nc([H])n1)OC([H])([H])[H])OC([H])([H])[H])F)F)N([H])C(N([H])c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])on1)=O,CHEMBL1824286,14.,Rattus norvegicus
[H]c1c(c(c([H])nc1N(C([C@@]1([H])C([H])([H])[N+]([H])([H])C([H])([H])[C@@]([H])(C(N([H])[C@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])[H])=O)[C@@]1([H])O[H])=O)C1([H])C([H])([H])C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])OC([H])([H])[H],CHEMBL3318950,61.,Rattus norvegicus
