canonical_smiles,molecule_chembl_id,F,target_pref_name
N=C(N)NOCCNC(=O)Cn1c(Cl)cnc(NCC(F)(F)c2ccccc2)c1=O,CHEMBL1088332,9.0,Rattus norvegicus
CC(C)Cc1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(/C=C/C(=O)O)cc2)c(F)c1,CHEMBL4088736,9.0,Mus musculus
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,CHEMBL397237,9.0,Rattus norvegicus
Cc1cccc(-c2[nH]c(CNc3cccc(C#N)c3)nc2-c2ccc3ncnn3c2)n1.Cl,CHEMBL3260909,9.0,Rattus norvegicus
Cc1cccc(-c2[nH]c(Cc3cccc(C(N)=O)c3)nc2-c2ccc3nccnc3c2)n1,CHEMBL492634,9.0,Mus musculus
CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)[C@@]1(C)c1ccc(O)cc1,CHEMBL2177238,9.0,Rattus norvegicus
CC(C)Cc1sc(N)nc1-c1ccc(P(=O)(NCC(=O)OC(C)(C)C)NCC(=O)OC(C)(C)C)o1,CHEMBL479975,9.0,Rattus norvegicus
CCCSc1sc(N)nc1-c1ccc(P(=O)(N[C@@H](COC(C)(C)C)C(=O)OC)N[C@@H](COC(C)(C)C)C(=O)OC)o1,CHEMBL479595,9.0,Rattus norvegicus
CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,CHEMBL3342557,9.0,Rattus norvegicus
O=C(O)CN1C(=O)[C@@]2(NC(=O)N(Cc3cc(Cl)ccc3F)C2=O)c2cc(Cl)ccc21,CHEMBL2042238,9.0,Mus musculus
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(=O)C(F)(F)F)CC3(C)C)ncc1Cl.O=C(O)C(F)(F)F,CHEMBL1939320,9.0,Rattus norvegicus
Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@@H](O)CN.Cl,CHEMBL1824026,9.0,Rattus norvegicus
CCCCc1cc(OC2CCN(CCCCNS(=O)(=O)CC)CC2)c2ncccc2c1.Cl.Cl,CHEMBL4088036,9.0,Rattus norvegicus
C=CC(=O)Nc1cccc(-n2c(=O)n(C)c3cnc(Nc4ccc(Oc5ccnc(C(=O)NC)c5)cc4)nc32)c1,CHEMBL3785329,9.0,Rattus norvegicus
COc1ccc(C#CC(C)(C)N)cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)cnc12,CHEMBL199699,9.0,Rattus norvegicus
CCc1ccc(Cl)cc1-n1cc(-c2cc(NC)ncn2)cc1C(N)=O,CHEMBL3403544,9.0,Mus musculus
CC(=O)N1N=C(c2cc(F)ccc2F)S[C@@]12c1ccccc1OC[C@H]2CCN,CHEMBL3403385,9.0,Rattus norvegicus
O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2cccc(F)c12,CHEMBL135339,9.0,Rattus norvegicus
COc1ccc(-c2cccc(S(=O)(=O)N[C@H]3CC[C@H](n4cc(F)c(N)nc4=O)C3)c2)cc1,CHEMBL1082101,9.0,Mus musculus
O=C1NCCc2c1[nH]c1ccc(OCc3ccccc3)cc21,CHEMBL243043,9.0,Rattus norvegicus
Cc1cc(C)cc(NC(=O)Nc2ccc(-c3nccc4[nH]nc(N)c34)cc2)c1,CHEMBL272767,9.0,Mus musculus
COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@]2(C)CCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1,CHEMBL309823,9.0,Rattus norvegicus
CN(C)c1ccc(C(=O)O)c(Oc2nc(Oc3cccc(-c4cccc(CN)c4)c3)c(F)cc2F)c1,CHEMBL571393,9.0,Rattus norvegicus
COC(=O)N[C@@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,CHEMBL3341813,9.0,Rattus norvegicus
COC(=O)c1ccccc1-c1ccc(CNc2ncccc2NC(=O)CC(F)(F)F)cc1,CHEMBL195883,9.0,Rattus norvegicus
CN1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)nn2)C1,CHEMBL2177585,9.0,Rattus norvegicus
CC(C)Oc1cccc(S(=O)(=O)c2ccc3c(c2)O[C@H]2CNCC[C@@H]32)c1.Cl,CHEMBL1949768,9.0,Rattus norvegicus
CCC[C@@H](Cc1ccc(C(=O)NCCC(=O)O)cc1)C(=O)c1cc2cc(Cl)ccc2n1-c1cccc(C(F)(F)F)n1,CHEMBL1922930,9.1,Rattus norvegicus
CN1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,CHEMBL96653,9.2,Rattus norvegicus
Cc1cc2c(cc1NC1CNC1)N1C(=NNC(=O)[C@H]1C)CO2,CHEMBL3356470,9.2,Rattus norvegicus
CN[C@@H]1[C@H](O)[C@H](O[C@H]2[C@H](N)C[C@H](N)C(O[C@H]3OC(C(C)N)CC[C@@H]3N)[C@H]2O)OC[C@@H]1O.O=S(=O)(O)O,CHEMBL2368324,9.2,Rattus norvegicus
CN[C@@H]1C(O)[C@H](O[C@@H]2C(O)C(O[C@H]3OC(CN)CCC3N)[C@@H](N)C[C@H]2N)OC[C@@H]1O.O=S(=O)(O)O,CHEMBL25498,9.2,Rattus norvegicus
CC(C)c1ccc(CCNS(=O)(=O)c2cc(/C(N)=N/O)ccc2O)c(OCC(=O)O)c1,CHEMBL458068,9.2,Rattus norvegicus
CNC(C)C1CC[C@H](N)[C@@H](OC2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@H](O)[C@@H](NC)[C@@H]3O)[C@@H]2O)O1.O=S(=O)(O)O,CHEMBL2368323,9.2,Rattus norvegicus
O=C(CC1CCN(C(=O)c2ccc[n+]([O-])c2)CC1)N1CCC([C@H]2c3ncc(Br)cc3CCc3cc(Cl)cc(Br)c32)CC1,CHEMBL314317,9.28,Mus musculus
CCOc1cc(NC(=N)c2ccccn2)ccc1-c1ccc(-c2ccc(NC(=N)c3ccccn3)cc2OCC)o1,CHEMBL1276549,9.3,Mus musculus
CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,CHEMBL1088751,9.3,Rattus norvegicus
CC(=O)N[C@@H]1[C@@H](N)[C@@H](F)[C@](F)(C(=O)OCC2CCCCC2)O[C@H]1[C@H](O)[C@H](O)CO,CHEMBL3426100,9.3,Mus musculus
O=c1c2ccccc2sc2cc(OCC(O)CCl)cc(O)c12,CHEMBL3417774,9.3,Rattus norvegicus
CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1.O=C(O)/C=C/C(=O)O,CHEMBL2023120,9.4,Rattus norvegicus
CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,CHEMBL591578,9.4,Rattus norvegicus
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)N5CCCCC5)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,CHEMBL2036972,9.4,Rattus norvegicus
c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c2cn1,CHEMBL3237442,9.4,Rattus norvegicus
Cn1cc(-c2cnc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,CHEMBL3800420,9.4,Rattus norvegicus
COc1cc(C2(C)CCCc3nc(SCc4ncccn4)n(-c4ccc(F)cc4)c32)ccc1Cl,CHEMBL4102357,9.44,Mus musculus
CCOC(=O)CCc1ccc(OC[C@H](O)CNC(C)(C)Cc2ccc3ccccc3c2)c(C#N)c1.Cl,CHEMBL1204009,9.5,Rattus norvegicus
Cc1cnn(CC(=O)[C@H]2CC[C@H]3[C@@H]4CC[C@@H]5C[C@](C)(O)CC[C@@H]5[C@H]4CC[C@]23C)c1,CHEMBL4073679,9.5,Rattus norvegicus
O=C(c1c[nH]c(=O)c2ccccc12)N1CCN(C(=O)c2ccc(Br)cc2)[C@@H](c2ccc(Cl)cc2)C1,CHEMBL4173010,9.6,Mus musculus
O=C(O)COc1cccc2c1CC[C@](O)(COC(=O)N(c1ccccc1)c1ccccc1)C2,CHEMBL196779,9.6,Rattus norvegicus
COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](CO)C2)nc2ccccc21,CHEMBL4130200,9.6,Rattus norvegicus
CC(=O)N(C)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,CHEMBL1683098,9.7,Rattus norvegicus
COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1,CHEMBL364123,9.7,Rattus norvegicus
COc1ccc(S(=O)(=O)Nc2nc(-c3cccc([N+](=O)[O-])c3)c(CN3CCCCC3)s2)cc1OC,CHEMBL3526575,9.8,Mus musculus
CC(=O)c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,CHEMBL572779,9.8,Rattus norvegicus
Cc1cccc(C[C@H](O)/C=C/[C@H]2CCC(=S)N2CCSCCCC(=O)O)c1,CHEMBL1929551,9.8,Rattus norvegicus
CNC(=O)c1ccc(N2CCC(Oc3ccccc3Cl)CC2)nn1,CHEMBL375265,9.8,Rattus norvegicus
COc1ccc2c3c(c4cc(OC)c(OC)cc4c2c1)C[C@H]1CCCCN1C3,CHEMBL198075,9.9,Mus musculus
Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3cccc(Cl)c3)O2)cc(C)c1Cc1ccc(O)c(C(C)C)c1,CHEMBL457748,9.9,Rattus norvegicus
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,CHEMBL1800911,10.0,Rattus norvegicus
CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)c(-n3cnnc3)cc2c1=O,CHEMBL1940323,10.0,Mus musculus
CNC(=O)c1cn(-c2cc3c(=O)n(NS(C)(=O)=O)c(=O)[nH]c3cc2C(F)(F)F)cn1,CHEMBL1940324,10.0,Mus musculus
O=C(Nc1nc2cc(CN3CCCCC3)ccc2n1[C@H]1CC[C@@H](CO)CC1)c1cccc([N+](=O)[O-])c1,CHEMBL3734854,10.0,Rattus norvegicus
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3ccc(OC(F)(F)F)cc3)cs2)cc1,CHEMBL4163215,10.0,Rattus norvegicus
CN1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1,CHEMBL523379,10.0,Mus musculus
CC(C)(C)[C@H]1CC[C@H](N(C(=O)Nc2ccc(OC(F)(F)F)cc2)C2CCCc3cc(C(=O)NCCC(=O)O)ccc32)CC1,CHEMBL232241,10.0,Mus musculus
Cc1ccc(CC(C)(C)NC[C@@H](O)COc2cc(C3CC4CC3C3C(C(=O)O)C43)ccc2C#N)cc1F,CHEMBL1783931,10.0,Rattus norvegicus
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)[O-])c3ccccc3)c2=O)c1F.[Na+],CHEMBL502182,10.0,Mus musculus
Cc1ccc2c(c1C)N(S(=O)(=O)c1ccc(C(C)C)cc1)Cc1ccc(C(F)(F)F)nc1N2,CHEMBL2179473,10.0,Rattus norvegicus
COc1cc(-c2ccc(COc3ccc4c(c3)[C@@](C)(CC(=O)O)CC4)cc2[C@@H]2CCCC2(C)C)c(F)cn1,CHEMBL3265147,10.0,Rattus norvegicus
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL1568698,10.0,Rattus norvegicus
Cn1c(=O)n(CC(C)(C)C)c2ccc(N3CC4CCC3CN4C(=O)c3ccccc3)nc21,CHEMBL3805718,10.0,Rattus norvegicus
CC(C)(CC1Cc2ccccc2C1)NC[C@@H](O)COc1cc(C2CC3CC2C2C(C(=O)O)C32)ccc1C#N,CHEMBL1783764,10.0,Rattus norvegicus
CN[C@H](C)c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,CHEMBL593829,10.0,Rattus norvegicus
N=C(N)NCCCC1NC(=O)CCCCCC(=O)NC(Cc2ccccc2)CN(CC(N)=O)C1=O,CHEMBL1253936,10.0,Rattus norvegicus
CN[C@@H](C)c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,CHEMBL605294,10.0,Rattus norvegicus
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,CHEMBL1800911,10.0,Rattus norvegicus
C[C@@H](c1ccc(-c2ccc(O)nc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL381145,10.0,Rattus norvegicus
O=C(N[C@@H]1N=C(c2ccccc2)c2ccccc2N(CC(F)(F)F)C1=O)N1CCC(N2Cc3ccccc3NC2=O)CC1,CHEMBL424864,10.0,Rattus norvegicus
CS(=O)(=O)c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,CHEMBL402031,10.0,Rattus norvegicus
CN(C)Cc1nccn1-c1ccc(N2CCC(NS(=O)(=O)CCc3ccc(Cl)s3)C2=O)c(F)c1,CHEMBL404346,10.0,Rattus norvegicus
CC(=O)Nc1ccc(NC(=O)c2cc(NC(=O)c3cccc(C(C)(C)C#N)c3)ccc2C)cn1,CHEMBL482576,10.0,Rattus norvegicus
OC[C@@H](O)[C@@H](O)[C@H](O)c1c[nH]c(-c2cnccn2)n1,CHEMBL483058,10.0,Mus musculus
CC(c1ccc(N2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)cc4s3)C2=O)c(F)c1)N(C)C,CHEMBL595707,10.0,Rattus norvegicus
N#C[C@H]1C[C@@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,CHEMBL3647849,10.0,Rattus norvegicus
COC(=O)N1C[C@@H](F)C[C@H]1c1nc(C(=O)NCc2ccc(C)c(Cl)c2)c(O)c(=O)n1C,CHEMBL1222460,10.0,Rattus norvegicus
Cn1cc(CC[C@H](CO)n2cnc(C(N)=O)c2)c2cc(OCCCc3ccc(Cl)cc3)ccc21,CHEMBL340297,10.0,Rattus norvegicus
CCCc1cc(OC2CCCCC2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,CHEMBL120570,10.0,Rattus norvegicus
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1ccc(Nc2ccncn2)cc1,CHEMBL428226,10.0,Rattus norvegicus
CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)NC)cc3)cc1)CC2.Cl,CHEMBL1813432,10.0,Rattus norvegicus
COc1ccc(Nc2nc(N[C@@H]3CCOC[C@@H]3N)ncc2C(N)=O)cc1,CHEMBL1835072,10.0,Rattus norvegicus
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1C(F)(F)F)C(=O)NCc1nc2cccnc2n1CC(F)(F)C(F)(F)F,CHEMBL252632,10.0,Rattus norvegicus
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1C(F)(F)F)C(=O)N[C@@H]1CN(CC2CC2)c2ccccc2N(CC(F)(F)F)C1=O,CHEMBL399041,10.0,Rattus norvegicus
Cc1ccc(-c2ccc3occ(-c4cccc([S+](C)[O-])c4)c3c2)o1,CHEMBL573487,10.0,Rattus norvegicus
Cc1ccc(C(=O)NC2CC2)cc1-c1cc2cnn(-c3cc(F)ccc3F)c2n(C)c1=O,CHEMBL1089534,10.0,Rattus norvegicus
Cc1cccc(Cl)c1C(=O)N[C@@H](Cc1ccc(-c2c(C)n(C)c(=O)n(C)c2=O)cc1)C(=O)O,CHEMBL2333170,10.0,Rattus norvegicus
O=C(Nc1ccc(Cl)cc1Cl)c1cc(Cl)ccc1O,CHEMBL3604895,10.0,Rattus norvegicus
Cc1csc(-c2ccc([C@H](N[C@@H](CC(C)(C)F)C(=O)NC3(C#N)CC3)C(F)(F)F)cc2)n1,CHEMBL598298,10.0,Rattus norvegicus
CCCCCCCCCCCCC(F)(F)[C@H](O)C[C@H](O)[C@H](C)N,CHEMBL3815006,10.0,Rattus norvegicus
CNC(=O)c1ccc2c(c1)nc(-c1ccccc1SC)n2[C@@H]1CCC[C@H](NC(=O)c2ccc(Br)s2)C1,CHEMBL3809237,10.0,Mus musculus
CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ccc(Cl)cc3)c21,CHEMBL3314311,10.0,Rattus norvegicus
Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccccc2)c2cc[nH]c2c1=O,CHEMBL3970220,10.0,Rattus norvegicus
CS(=O)(=O)c1cc(NC(=O)N(Cc2ccc(C(=O)NC[C@@H](O)C(=O)O)cc2)c2ccc(C3=CCCCC3)cc2)ccc1OC(F)(F)F,CHEMBL452451,10.0,Rattus norvegicus
Cc1cn(-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)c2c1C(=O)CC(C)(C)C2,CHEMBL563608,10.0,Rattus norvegicus
O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)CCNC1)N(Cc1cccc(Cl)c1Cl)C1CC1,CHEMBL1088290,10.0,Rattus norvegicus
O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C2(CC2)CNC1)N(Cc1cccc(Cl)c1Cl)C1CC1,CHEMBL1076450,10.0,Rattus norvegicus
CC1(C)CNCC(C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)=C1c1ccc(CCCOc2c(F)ccc(F)c2Cl)cc1,CHEMBL1076451,10.0,Rattus norvegicus
O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C(F)(F)CNC1)N(Cc1cccc(Cl)c1Cl)C1CC1,CHEMBL1076460,10.0,Rattus norvegicus
COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)CCNC2)C2CC2)c1C,CHEMBL1076463,10.0,Rattus norvegicus
COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C3(CC3)CNC2)C2CC2)c1C,CHEMBL1076448,10.0,Rattus norvegicus
COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C(C)(C)CNC2)C2CC2)c1C,CHEMBL1076446,10.0,Rattus norvegicus
COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C(F)(F)CNC2)C2CC2)c1C,CHEMBL1076464,10.0,Rattus norvegicus
O=C(C1=C(c2ccc(CCCOc3cc(F)ccc3Br)cc2)CCNC1)N(Cc1ccccc1Cl)C1CC1,CHEMBL1088430,10.0,Rattus norvegicus
Cc1cc(Cl)c(OCCOc2ccc(C3=C(C(=O)N(Cc4cccc(Cl)c4Cl)C4CC4)CNCC3)cc2)c(Cl)c1,CHEMBL1087637,10.0,Rattus norvegicus
COc1cccc(C(=O)Nc2ccc(OCCN3CCOCC3)c(-c3ccnn3C)c2)c1,CHEMBL1084617,10.0,Rattus norvegicus
CN1CCN(c2cccc3nc(CN(C)[C@H]4CCCc5cccnc54)c(CO)n23)CC1,CHEMBL1242210,10.0,Mus musculus
[O-][n+]1ccc2c(-c3ccc(F)cc3F)cc(NC3CCNCC3)nc2c1-c1c(F)cccc1F,CHEMBL1916525,10.0,Rattus norvegicus
CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(N)c(Br)c3)[C@@H]2O)c1,CHEMBL2047890,10.0,Mus musculus
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCNC4CC(=O)O)no2)cc1Cl,CHEMBL3359848,10.0,Rattus norvegicus
OC1CCN(c2cccc(-c3cnc4ccc(N5CCC[C@@H]5c5cccc(F)c5)nn34)n2)CC1,CHEMBL3582440,10.0,Rattus norvegicus
NC(=O)c1ccc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)nn1,CHEMBL595611,10.0,Rattus norvegicus
O=C1[C@@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCN1c1ccc2c(c1)CCCNC2,CHEMBL1689027,10.0,Rattus norvegicus
CSC(=S)N1CC(C)(C)CS/C1=N\c1ccccc1C(C)C,CHEMBL232730,10.0,Rattus norvegicus
Cc1cc(C)cc(-c2ccc3c4c([nH]c3c2)-c2cc(O)c(C(=O)O)cc2CC4)c1,CHEMBL477175,10.0,Mus musculus
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,CHEMBL81,10.0,Mus musculus
CC[C@H](C)Nc1nccc(-c2c(-c3ccc(F)cc3)c(=O)n3n2CCC3)n1,CHEMBL330282,10.0,Rattus norvegicus
CC(C)COC(=O)[C@H](C)NP(=O)(N[C@@H](C)C(=O)OCC(C)C)c1ccc(-c2nc(N)sc2CC(C)C)o1,CHEMBL481117,10.0,Rattus norvegicus
CC(C)(C)C[C@H]1N[C@@H](C(=O)NCCN2CCOCC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,CHEMBL379173,10.0,Rattus norvegicus
COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,CHEMBL250699,10.0,Rattus norvegicus
CC(c1nnc(-c2cccc(F)c2)o1)N1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1946807,10.0,Rattus norvegicus
CC1(C)CN(Cc2nnc(-c3ccccc3)o2)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1946809,10.0,Rattus norvegicus
CC(C)n1c(=O)ccc2cnc(N[C@H]3CC[C@H](O)CC3)nc21,CHEMBL3577855,10.0,Mus musculus
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)NCc1ccccn1,CHEMBL446669,10.0,Rattus norvegicus
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(Cc3ccccn3)ns2)n1,CHEMBL4227082,10.0,Rattus norvegicus
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)N(C)C(=O)[C@@H](Cc2c[nH]c3ccccc23)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C1=O,CHEMBL3342579,10.0,Rattus norvegicus
CC(C)ONC(=N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1,CHEMBL204893,10.0,Rattus norvegicus
CC(C)OP(=O)(COCCOn1cnc2c(N)ncnc21)OC(C)C,CHEMBL29784,10.0,Mus musculus
CC(=O)Oc1ccccc1OP(=O)(COCCOn1cnc2c(N)ncnc21)Oc1ccccc1OC(C)=O,CHEMBL280568,10.0,Mus musculus
COc1ccc(OP(=O)(COCCOn2cnc3c(N)ncnc32)Oc2ccc(OC)cc2)cc1,CHEMBL280634,10.0,Mus musculus
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCC(F)CC3)ns2)n1.Cl,CHEMBL1650537,10.0,Mus musculus
CNS(=O)(=O)Nc1cccc(Cc2c(C)c3cc(Cl)c(OC(=O)N(C)C)cc3oc2=O)c1,CHEMBL3086065,10.0,Mus musculus
CC(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)CC3)CC1,CHEMBL142289,10.0,Rattus norvegicus
CNC(=O)NCCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,CHEMBL87684,10.0,Rattus norvegicus
Cc1c(-c2ccc(=O)n(Cc3ccccc3)c2)c2cc(F)ccc2n1CC(=O)O,CHEMBL3237230,10.0,Rattus norvegicus
Cn1cc(-c2ccc(OCc3ccc(F)cc3)c(C(=O)Nc3cccnc3)c2)cn1,CHEMBL4071631,10.0,Mus musculus
COc1ccccc1C(=O)/C=C/c1ncccc1C(F)(F)F,CHEMBL3605321,10.0,Mus musculus
Cn1cc([S+](C)[O-])cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,CHEMBL469219,10.0,Mus musculus
C[C@H](C1CC1)n1cc(C#N)nc(Nc2c(Cl)cc(OC(F)F)cc2Cl)c1=O,CHEMBL556089,10.0,Rattus norvegicus
Cc1cn([C@H](C)C2CC2)c(=O)c(Nc2c(C)cc(Cl)cc2C)n1,CHEMBL559701,10.0,Rattus norvegicus
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,CHEMBL1263,10.0,Rattus norvegicus
C#C[C@@]1(O)[C@H](OC(=O)C(C)C)[C@@H](COC(=O)C(C)C)O[C@H]1n1cc(C(N)=O)c2c(N)ncnc21,CHEMBL1630220,10.0,Rattus norvegicus
O=C(c1ccc(Oc2nccnc2N2CCOCC2)cc1)c1nc2ccccc2[nH]1,CHEMBL3086091,10.0,Rattus norvegicus
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,CHEMBL1263,10.0,Rattus norvegicus
Cc1nc(Nc2ncc(-c3ccc(NC(=O)Nc4cc(C)on4)cc3)s2)cc(N2CCN(C)CC2)n1,CHEMBL3593287,10.0,Rattus norvegicus
C[C@H](Nc1nccc(-c2[nH]c(C3(O)CCN(C)CC3)nc2-c2ccc(F)cc2)n1)c1ccccc1,CHEMBL120316,10.0,Rattus norvegicus
COc1cccc(Nc2c(C(N)=O)cnc3ccc(S(C)(=O)=O)cc23)c1,CHEMBL462150,10.0,Rattus norvegicus
N#Cc1c(O)c2c(ccn2-c2ccc(-c3ccccc3O)cc2)[nH]c1=O,CHEMBL2408226,10.0,Mus musculus
Cn1cc(C#N)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,CHEMBL257600,10.0,Mus musculus
COc1ccc(N2Cc3cc(C)cc(C)c3C2=O)cc1OCCN1CCC(C)CC1,CHEMBL396527,10.0,Rattus norvegicus
CC(C)(C)c1nc(N2CCN(CCCCNC(=O)CCc3ccccc3)CC2)cc(C(F)(F)F)n1,CHEMBL207871,10.0,Rattus norvegicus
O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cc2c(C(F)(F)F)nc3ccccn23)cc1,CHEMBL255160,10.0,Rattus norvegicus
CC(C(=O)O)c1ccc2c(c1)N(CCCN1CCCN(c3cc(=O)n(C)c(=O)n3C)CC1)c1ccccc1S2,CHEMBL565083,10.0,Rattus norvegicus
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccncc3)cc(-c3ccncc3)c2)c1CCC(=O)O,CHEMBL1099326,10.0,Rattus norvegicus
