canonical_smiles,molecule_chembl_id,F,target_pref_name
CC(C)(CO)Cn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cn2)c1=O,CHEMBL1809106,42.2,Rattus norvegicus
CN(C/C=C/c1ccc(C(F)(F)F)cc1)Cc1cccc2ccoc12.Cl,CHEMBL3814424,42.2,Rattus norvegicus
O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)CCOCC1,CHEMBL1801055,42.3,Rattus norvegicus
CC1(C)c2cc(C3CCN(CC4(O)CCOCC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,CHEMBL3736267,42.4,Rattus norvegicus
CC(C)C[C@H](N)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2)N2CCCC2=O)CC1,CHEMBL439560,42.4,Mus musculus
O=C(C[C@]1(O)CC[C@@H](Cc2ccc(F)cc2)CC1)Nc1ccc2[nH]c(=O)oc2c1,CHEMBL4086848,42.4,Rattus norvegicus
Cc1ccc(C(=O)Nc2cc(-n3ccnc3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,CHEMBL1172586,42.4,Rattus norvegicus
Cc1nc(-c2ccc(-c3ccccc3)cc2)sc1-c1nnc(NC(=N)N2CCN(C)CC2)o1,CHEMBL4168730,42.5,Rattus norvegicus
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CCS(=O)(=O)CC3)nc2CC2CC2)c2ccccc12)C(F)(F)F,CHEMBL4129034,42.5,Rattus norvegicus
COc1ccccc1-n1nc(C2CCN(S(C)(=O)=O)CC2)cc1-c1ccc(Cl)cc1,CHEMBL2031195,42.5,Rattus norvegicus
Cc1cc(-c2nc3cccnn3c2-c2ccnc(NC(=O)c3cc[n+]([O-])c(C)c3)c2)ccc1F.O=S(=O)(O)O,CHEMBL4225410,42.6,Rattus norvegicus
O=C(/C=C/c1ccc2c(c1)C(=O)NC1(CCN(Cc3ccccc3)CC1)O2)NO,CHEMBL2390999,42.8,Mus musculus
CS(=O)(=O)c1nn(Cc2nc3cc(Cl)ccc3n2CCC(F)(F)F)c2cnccc12,CHEMBL4165762,42.8,Mus musculus
CN(C)C(=O)[C@@H](c1ccc(C2=CN3N=CNC3C=C2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL459357,43.0,Rattus norvegicus
O=C(CCN1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)c1ccc2[nH]c(=O)oc2c1,CHEMBL3186509,43.0,Rattus norvegicus
CCC1Oc2cc(-c3cnc([C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]3)ccc2-c2cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc3n21,CHEMBL3827695,43.0,Rattus norvegicus
COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,CHEMBL3126842,43.0,Rattus norvegicus
COC(=O)N(NC(=O)c1c(OC)c(-c2ccccc2)nc2ccccc12)c1ccccc1,CHEMBL219162,43.0,Rattus norvegicus
CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL237337,43.0,Rattus norvegicus
C[C@H](c1ccc(N2CC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1)N(C)C,CHEMBL594313,43.0,Rattus norvegicus
FC(F)(F)c1ccc(Nc2ncnc3sc(Nc4c(Cl)cccc4Cl)nc23)cc1,CHEMBL469297,43.0,Rattus norvegicus
O=C(/C=C/c1ccccc1Cl)N1CCN(Cc2ccc(F)cc2)CC1,CHEMBL559808,43.0,Rattus norvegicus
COc1cc(C2CCN(CC(N)=O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1,CHEMBL1934334,43.0,Rattus norvegicus
Cn1nccc1-c1cc(NC(=O)c2ccc(C(F)(F)F)cc2)ccc1OCCN1CCCC1,CHEMBL1084895,43.0,Rattus norvegicus
C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccccc4)cc3Cl)cc2O1,CHEMBL109638,43.0,Rattus norvegicus
Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(CCS(C)(=O)=O)c2n1.Cl,CHEMBL3092896,43.0,Rattus norvegicus
CCN(CC)c1ncc(N(C)S(=O)(=O)c2ccc(C)cc2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1,CHEMBL2381714,43.0,Rattus norvegicus
CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC,CHEMBL2023802,43.0,Rattus norvegicus
Cc1ccc(C(=O)NC2CC2)cc1-c1cc2cnn(-c3c(F)cccc3F)c2n(C)c1=O,CHEMBL1089865,43.0,Rattus norvegicus
O=c1cc(C(F)(F)F)c2cc(N(CC(F)(F)F)CC(F)(F)F)ccc2[nH]1,CHEMBL436784,43.0,Rattus norvegicus
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(Cl)ccc1F,CHEMBL427261,43.0,Rattus norvegicus
CC(=O)NCCN[C@H](C)c1cnc2c(C)c(NC(=O)c3ccc(OCC4CC4)cc3)ccc2c1,CHEMBL2059513,43.0,Rattus norvegicus
CCN1CCN(c2ccc(C(C)(C)NC(=O)c3cc4[nH]c5ccccc5c(=O)c4cc3F)cn2)CC1,CHEMBL229008,43.0,Rattus norvegicus
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,CHEMBL1983268,43.0,Rattus norvegicus
N#Cc1ccc(S(=O)(=O)Nc2ccc3cc[nH]c(=O)c3c2)cc1,CHEMBL4092503,43.0,Mus musculus
CN(C)C(=N)NC(=N)N,CHEMBL1431,43.0,Rattus norvegicus
C#CCCC(NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)N[C@H](COC(=O)NCC)C(C)(C)C)C1(C)CCCCC1)C2(C)C)C(=O)C(=O)NCC=C,CHEMBL449846,43.0,Rattus norvegicus
CN(C(=O)CN1C(=O)COc2cc(Cl)c(Cl)cc21)[C@@H](CN1CCOCC1)c1ccc(-c2ccccc2)cc1,CHEMBL453075,43.0,Rattus norvegicus
O=C(NO)[C@H]1CCCS(=O)(=O)N1Cc1ccc(-c2ccncc2)cc1,CHEMBL322433,43.0,Mus musculus
Cn1ccc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3(C)CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5cc(OC(F)(F)F)ccc5c5ccc(F)cc45)CN3C2=O)n1,CHEMBL4226782,43.0,Rattus norvegicus
CCNC(=O)N1CCC(Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,CHEMBL3577873,43.0,Mus musculus
Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3)CC2)c([C@@H](NC(=O)CCN(C)C)C(C)C)c1,CHEMBL427860,43.0,Rattus norvegicus
COc1cccc(CNc2ccc(N3CCN(c4cccc(C(F)(F)F)c4)CC3)c(C(F)(F)F)c2)c1Oc1ccc([N+](=O)[O-])cc1C(=O)O,CHEMBL349130,43.0,Rattus norvegicus
O=C(Cc1ccc(Cl)cc1)N[C@H](Cc1ccc(Cl)cc1)C(=O)NCCCO,CHEMBL1807264,43.0,Rattus norvegicus
COc1ccc([C@@H](CC(=O)O)NC(=O)[C@@H]2CCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,CHEMBL82313,43.0,Rattus norvegicus
Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)N(Cc2ccccc2)Cc2cccnc2)cc1,CHEMBL316302,43.0,Rattus norvegicus
CCCCCOc1ccc(C(=O)c2cccc3ccccc23)c2ccccc12,CHEMBL244403,43.0,Rattus norvegicus
COc1ccc(N2Cc3cc(Cl)c(Cl)c(C)c3C2=O)cc1OCCN1CCC(C)CC1,CHEMBL234738,43.0,Rattus norvegicus
Cc1cc(C[C@@H](NC(=O)N2CCC(N3Cc4cccc(F)c4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,CHEMBL450668,43.0,Rattus norvegicus
CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL377221,43.0,Rattus norvegicus
O=C1[C@@H](NS(=O)(=O)/C=C/c2ccc(Cl)s2)CCN1c1cc2c(cc1F)CNCC2,CHEMBL1689023,43.0,Rattus norvegicus
C[C@H]1Cn2c(nnc2C(F)(F)F)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1,CHEMBL3740017,43.0,Rattus norvegicus
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)n(C)c34)c3ccccc23)cc1,CHEMBL1090979,43.0,Mus musculus
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,CHEMBL1678,43.0,Rattus norvegicus
CCn1c([C@@H](C)NS(=O)(=O)c2ccc(Cl)cc2)nc2ccc(C(F)(F)F)cc21,CHEMBL3605516,43.0,Rattus norvegicus
CC1(C)Cc2c(c(C(=O)Nc3ccc(C(F)(F)F)cn3)cc3nc(Nc4c(Cl)cccc4Cl)[nH]c23)O1,CHEMBL4229061,43.0,Rattus norvegicus
CCNCc1cn(CC(=O)Nc2sc3c(c2C(N)=O)CCCC3)nc1C(F)(F)F,CHEMBL1234887,43.0,Rattus norvegicus
CS(=O)(=O)N1CCN(Cc2cc3c(N4CCOCC4)nc(-c4cnc(N)nc4)c(Cl)n3n2)CC1,CHEMBL4212973,43.1,Mus musculus
N#CCN1CCC(n2c(=O)cnc3cnc4ccc(-c5ccc(N)nc5)cc4c32)CC1,CHEMBL4079746,43.5,Rattus norvegicus
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL160,43.7,Rattus norvegicus
Nc1ccc(CN2CCN(c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)CC2)cc1,CHEMBL475530,43.8,Rattus norvegicus
Cc1cc(C(=O)Nc2ccc(C3=NCCN3C)cc2F)n(-c2cc3ccccc3cc2F)n1,CHEMBL21052,43.9,Rattus norvegicus
CC(C)(C)N1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1,CHEMBL200708,44.0,Rattus norvegicus
CC(C)N1C2CCC1CC(c1cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c1)C2,CHEMBL380806,44.0,Rattus norvegicus
CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2N2CCC(C#N)(c3ccccc3)CC2)CC1,CHEMBL4206892,44.0,Mus musculus
COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1,CHEMBL2023231,44.0,Mus musculus
O=C(N[C@@H](c1ccccn1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1,CHEMBL3422092,44.0,Rattus norvegicus
CC(=O)N1N=C(c2cc(F)ccc2F)S[C@@]12c1cc(F)cc(F)c1OC[C@H]2CCN,CHEMBL3403390,44.0,Rattus norvegicus
Cc1noc2c1-c1sc(C)c(C)c1C(c1ccc(C#N)cc1)=N[C@H]2CC(N)=O,CHEMBL2431079,44.0,Rattus norvegicus
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3nc(C(C)C)cs3)nc3c(C)c(OC)ccc23)[C@H]2CC[C@H](C(C)C)C(=O)N12)C(=O)NS(=O)(=O)C1CC1,CHEMBL1938983,44.0,Rattus norvegicus
COC(=O)N1C[C@@H](F)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,CHEMBL1223470,44.0,Rattus norvegicus
N=C1OCCN1Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,CHEMBL367953,44.0,Rattus norvegicus
O=C(Nc1cc(-c2ccsc2)cn(CC(F)(F)F)c1=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,CHEMBL255967,44.0,Rattus norvegicus
COC(=O)c1c(F)cccc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)C(F)(F)F)CC2)c(F)c1,CHEMBL373803,44.0,Rattus norvegicus
Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2)n1-c1cccc(C(=O)O)c1,CHEMBL208791,44.0,Rattus norvegicus
O=c1cc(-c2ccnc(NC3CCOCC3)n2)ccn1[C@H](CO)c1ccc(Cl)c(F)c1,CHEMBL3409588,44.0,Rattus norvegicus
Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL522987,44.0,Rattus norvegicus
COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(N)n2)c(OC)c1,CHEMBL3261276,44.0,Mus musculus
COc1ccc(C(F)(F)F)cc1-c1nn(C(C)c2ccc(C(=O)NCCC(=O)O)cc2)c2cc(-c3ccc(C)cc3)ccc12,CHEMBL3616701,44.0,Rattus norvegicus
Cn1cc(-c2ccc3c(c2)CCN3CC(=O)c2cc(F)cc(C(F)(F)F)c2)c2c(N)ncnc21,CHEMBL3407846,44.0,Rattus norvegicus
CCN(CC)c1ncc(N(CC)S(=O)(=O)c2ccc(F)cc2)c(N[C@@H](Cc2ccc(OC(=O)N(C)C)cc2)C(=O)O)n1,CHEMBL2381708,44.0,Rattus norvegicus
CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,CHEMBL2010872,44.0,Rattus norvegicus
COc1ccccc1-c1nc2c(C(=O)N[C@H]3C[C@@H]4CCC[C@H](C3)N4C)cccc2o1,CHEMBL3084777,44.0,Rattus norvegicus
CC1(C)Cc2nc(C3CCCC3)c([C@@H](F)c3ccc(C(F)(F)F)cc3)c(C3CCCCC3)c2[C@@H](O)C1,CHEMBL1081288,44.0,Rattus norvegicus
Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1-c1cnc(CO)cn1,CHEMBL1081678,44.0,Rattus norvegicus
COP(=O)(OC)c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,CHEMBL578861,44.0,Rattus norvegicus
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1C(F)(F)F)C(=O)NCc1nc2cccnc2n1C1(c2ccccc2)CC1,CHEMBL254918,44.0,Rattus norvegicus
N=C(NCc1cccc(Cl)c1)c1ccc(Cl)c(Cl)c1,CHEMBL159818,44.0,Rattus norvegicus
CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)nc2)CC1,CHEMBL3237709,44.0,Rattus norvegicus
NC(=O)c1cccc2[nH]c(-c3ccc(-c4ccncc4)cc3)nc12,CHEMBL577549,44.0,Mus musculus
COc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O,CHEMBL4100091,44.0,Rattus norvegicus
COc1cc([C@@H]2CN=C(c3ccc4c(ccn4C)c3)O2)cc(OC)c1OC,CHEMBL143680,44.0,Rattus norvegicus
CCCc1cc(Oc2ccc(Cl)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,CHEMBL420441,44.0,Rattus norvegicus
CCOc1ccc([C@@H](CC(=O)O)NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,CHEMBL347919,44.0,Rattus norvegicus
C[C@H](O)[C@@H](CCc1cccc(Cl)c1Cl)n1cnc(C(N)=O)c1,CHEMBL328139,44.0,Rattus norvegicus
N=C1OCCN1Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,CHEMBL367953,44.0,Rattus norvegicus
CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(CCC(F)(F)F)c(-c3cccc(C(=O)NC45CC(C4)C5)c3)cc12,CHEMBL4279139,44.0,Rattus norvegicus
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1,CHEMBL3403850,44.0,Rattus norvegicus
O=C1OC(CCO)(c2ccccc2)CCN1c1cccc(-c2ccc(F)cc2F)c1,CHEMBL1829756,44.0,Rattus norvegicus
CCN(NC(=O)C(F)(F)F)C(=O)N[C@H](C)c1ncc(-c2cc(Cl)cc(Cl)c2OCC(F)F)cc1F,CHEMBL599779,44.0,Rattus norvegicus
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,CHEMBL393218,44.0,Rattus norvegicus
COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,CHEMBL4076467,44.0,Rattus norvegicus
CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OCC)c(CC)cn2)C2CC2)C1.O=C(O)C(O)C(O)C(=O)O,CHEMBL3318949,44.0,Rattus norvegicus
O=C(c1cc(S(=O)(=O)Nc2ccccc2F)c(Cl)cc1Cl)N1CCN2CCC[C@@H]2C1,CHEMBL3589554,44.0,Rattus norvegicus
N#CCCN[C@H]1CC[C@H](n2nnc3cnc4[nH]ccc4c32)CC1,CHEMBL2392480,44.0,Rattus norvegicus
C[C@H](O)c1ccccc1S(=O)(=O)c1ccc(/C=C/c2ccc(F)cc2)cc1,CHEMBL1084976,44.0,Rattus norvegicus
CSC(=S)N1CC2(CCCCC2)CS/C1=N\c1cccc2c1CCCC2,CHEMBL232116,44.0,Rattus norvegicus
CN1C(C)(C)CC(Nc2cc3c(ccc(=O)n3-c3c(Cl)cccc3Cl)c(-c3ccccc3Cl)n2)CC1(C)C,CHEMBL358108,44.0,Rattus norvegicus
CC[C@]12CCC(=O)C(C)=C1c1ccc3[nH]ncc3c1C2,CHEMBL379827,44.0,Rattus norvegicus
COc1cc(C(=O)NC2(C(=O)N[C@H](C)c3ncc(-c4cc(Cl)cc(Cl)c4OCC(F)F)cc3F)CC2)on1,CHEMBL404484,44.0,Rattus norvegicus
O=C(c1cccc(S(=O)(=O)Nc2cccc(F)c2F)c1)N1CCN2CCC[C@@H]2C1,CHEMBL3589548,44.0,Rattus norvegicus
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCOCC1,CHEMBL3623278,44.0,Rattus norvegicus
Cc1cc2c(cc1Cl)C1(CCN(C(=O)[C@@H]3CN(C4CCOCC4)C[C@H]3c3ccc(F)cc3F)CC1)O[C@@H]2C(C)(C)C#N,CHEMBL1209788,44.0,Rattus norvegicus
Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,CHEMBL2158814,44.0,Rattus norvegicus
N#Cc1ccc(-c2n[nH]c3c2Cc2ccc(OCCCN4CCOCC4)cc2-3)cn1,CHEMBL248911,44.0,Mus musculus
COc1ccc(S(=O)(=O)c2ccc(C3(C4CCN(C5CCN(C(=O)c6ccc(F)c7ccccc67)CC5)CC4)OCCO3)cc2)cc1,CHEMBL74141,44.0,Rattus norvegicus
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,CHEMBL501849,44.0,Rattus norvegicus
O=C(O)Cn1c2c(c3cc(F)ccc31)CN(C(=O)c1cccc3ccccc13)CC2,CHEMBL2386081,44.0,Rattus norvegicus
NC(=O)CCCSc1nc(N)nc(-c2c(Cl)cc3c4c(cccc24)COC3)n1,CHEMBL3104289,44.0,Mus musculus
CC[C@@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(C)nc1,CHEMBL2037500,44.0,Rattus norvegicus
O=C(O)c1c(O)c(C2(c3ccccc3)CC2)nc2c(C(O)(C(F)(F)F)C(F)(F)F)cccc12,CHEMBL1215920,44.0,Rattus norvegicus
Nc1c(C(=O)NCC(O)(CN(CCO)C(=O)c2c(F)cccc2F)C(F)(F)F)cnn1-c1ccc(F)cc1,CHEMBL517933,44.0,Rattus norvegicus
Cc1nc(-c2cnn(C)c2-c2ccc(C(F)(F)F)cn2)c2c(N3CCC3)ncnn12,CHEMBL3092562,44.0,Rattus norvegicus
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc([C@H]3CC[C@H](c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)CC3)cc2)[nH]1)C(C)C,CHEMBL3359942,44.2,Rattus norvegicus
CC(=O)C1=C(C)N=C2Sc3ccccc3N2C1c1ccc(F)cc1,CHEMBL3618283,44.37,Rattus norvegicus
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C6COC6)CC5)c(C)c4)nc32)C1,CHEMBL4066141,44.4,Rattus norvegicus
Cc1ccc(CN2C[C@H](C)O[C@H](C)C2)cc1NC(=O)c1ccc(Nc2ncc(C)c(-c3ccc(OC(F)(F)F)cc3)n2)cc1,CHEMBL3114264,44.4,Rattus norvegicus
CCOC(=O)C1=C(CN2CCO[C@H](C)[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,CHEMBL4094822,44.5,Rattus norvegicus
O=C(CCC1=CCN(Cc2ccc(Br)cc2)C1=O)NO,CHEMBL2180301,44.6,Mus musculus
NS(=O)(=O)c1cccc2c1C(=O)C=C(Nc1ccccc1N1CCNCC1)C2=O,CHEMBL4096680,44.7,Rattus norvegicus
Nc1ncnc2nc(-c3ccc(N4CCC5(CC4)OCCO5)nc3)cc(-c3cccc(Br)c3)c12,CHEMBL65665,44.7,Rattus norvegicus
COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cc1F,CHEMBL2170096,45.0,Rattus norvegicus
Cn1cc2c(cc1=O)OCCCCc1cc(Cl)ccc1Oc1ncc(CS(C)(=O)=O)cc1-2,CHEMBL4077124,45.0,Mus musculus
O=C1CC(c2c(Cl)cccc2Cl)CC(O)=C1Sc1ccccc1Cl,CHEMBL3318469,45.0,Rattus norvegicus
C[C@]1(F)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,CHEMBL3359927,45.0,Mus musculus
CCc1c(CCN2CCC(C(=O)O)CC2)cccc1-c1nsc(-c2ccc(CC(C)C)c(C#N)c2)n1,CHEMBL2057285,45.0,Mus musculus
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,CHEMBL228814,45.0,Mus musculus
CCC(CC)Nc1nc(C)c(-c2ccc(OC(F)(F)F)cc2OC)nc1OC,CHEMBL1807053,45.0,Rattus norvegicus
CCC(CC)Nc1nc(C)c(-c2ccc(OC(F)(F)F)cc2OC)nc1OC,CHEMBL1807053,45.0,Rattus norvegicus
C[C@@H]1C(=O)N(C2CC2)CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL230282,45.0,Rattus norvegicus
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3Oc3ccc(OC(F)(F)F)cc3)cs2)cc1,CHEMBL4170500,45.0,Rattus norvegicus
CC1(C)CN2CCC[C@@]2(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1,CHEMBL4090731,45.0,Rattus norvegicus
O=S(=O)(Nc1ncc(Cl)s1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,CHEMBL4100134,45.0,Rattus norvegicus
COCCc1ccc(-c2c(C)nc3c(N4CCOCC4)nccn23)cn1,CHEMBL2180410,45.0,Rattus norvegicus
O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(O)nc3ncccc32)CC1,CHEMBL236593,45.0,Rattus norvegicus
CCc1csc(CN2CCO[C@@H](Cn3nnc4c(N)nc(C)nc43)C2)n1,CHEMBL2070736,45.0,Rattus norvegicus
C[C@@H]1c2nnc(C(F)(F)F)n2[C@H](C)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl,CHEMBL536311,45.0,Rattus norvegicus
CCn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c21,CHEMBL562527,45.0,Rattus norvegicus
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,CHEMBL502835,45.0,Mus musculus
C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL3827379,45.0,Mus musculus
[2H]C([2H])([2H])Nc1nc(-c2cc(C(=O)N3CCN(Cc4ccc(Cl)cc4)CC3)c(Cl)cn2)cs1,CHEMBL4098876,45.0,Rattus norvegicus
CN(C)C[C@@H](OC(=O)N1Cc2c(NC(=O)C(C)(C)C(F)(F)F)n[nH]c2C1(C)C)c1ccccc1,CHEMBL2064631,45.0,Rattus norvegicus
CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,CHEMBL1784637,45.0,Rattus norvegicus
NC(=O)C1(c2ccc(F)cc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,CHEMBL466921,45.0,Rattus norvegicus
O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(OC(F)(F)F)cc1)CC2,CHEMBL4094088,45.0,Mus musculus
COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1,CHEMBL2011441,45.0,Rattus norvegicus
Cc1ncc(CCCN(C)C)cc1Nc1ncc2c(n1)-c1ccc(C(F)(F)F)cc1NC(=S)C2,CHEMBL1945805,45.0,Mus musculus
CNC(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,CHEMBL245719,45.0,Rattus norvegicus
Cn1c(N2CCOCC2)cc(OCc2ccc(Oc3ccc(Cl)c(C(F)(F)F)c3)c(C#N)c2)nc1=O,CHEMBL3793506,45.0,Rattus norvegicus
